Int_no,Rue_1,Rue_2,Arrondissement,X,Y,Longitude,Latitude
2,Docteur-Penfield,Peel,Ville-Marie,298588.54,5040384.56,-73.5795077,45.50336009999999
3,Borden,Somerled,Côte-des-Neiges - Notre-Dame-de-Grâce,294064.9,5036578.94,-73.6372888,45.46906610000001
4,Cavendish,Côte-Saint-Luc,Côte-des-Neiges - Notre-Dame-de-Grâce,293240.69,5036867.49,-73.6477271,45.4716599
5,Cavendish,Fielding,Côte-des-Neiges - Notre-Dame-de-Grâce,293705.38,5036607.52,-73.6418759,45.4693117
6,Cavendish,Monkland,Côte-des-Neiges - Notre-Dame-de-Grâce,294459.19,5036147.22,-73.6322193,45.4651745
7,Cavendish,Somerled,Côte-des-Neiges - Notre-Dame-de-Grâce,293990.38,5036449.02,-73.6382337,45.46788129999999
8,Cavendish,Terrebonne,Côte-des-Neiges - Notre-Dame-de-Grâce,294224.52,5036321.42,-73.635053,45.466753
9,Coronation,Côte-Saint-Luc,Côte-des-Neiges - Notre-Dame-de-Grâce,292805.38,5036240.3,-73.6534633,45.4660115
11,Côte-Saint-Luc,Grand Boulevard,Côte-des-Neiges - Notre-Dame-de-Grâce,293692.92,5037250.03,-73.6420763,45.4751026
12,Curatteau,Sherbrooke,Mercier - Hochelaga - Maisonneuve,301959.22,5050476,-73.53632859999999,45.5942243
13,Côte-Saint-Luc,Marcil/Somerled,Côte-des-Neiges - Notre-Dame-de-Grâce,294733.7,5037619.25,-73.62881759999999,45.4784807
29,Addington,Sherbrooke,Côte-des-Neiges - Notre-Dame-de-Grâce,296109.89,5037011.43,-73.6110929,45.473025
30,Beaconsfield,Saint-Jacques,Côte-des-Neiges - Notre-Dame-de-Grâce,295751.57,5036046.1,-73.549967,45.57813300000001
31,Benny,Sherbrooke,Côte-des-Neiges - Notre-Dame-de-Grâce,294890.32,5036115.82,-73.6267481,45.46492569999999
34,Botrel,Sherbrooke,Côte-des-Neiges - Notre-Dame-de-Grâce,296166.44,5037053,-73.52940579999999,45.6058591
35,Cavendish,Saint-Jacques,Côte-des-Neiges - Notre-Dame-de-Grâce,295086.29,5035736.47,-73.624128,45.4614538
36,Cavendish,Sherbrooke,Côte-des-Neiges - Notre-Dame-de-Grâce,294714.51,5035985.47,-73.6289924,45.4636928
37,Coronation,Monkland/Sherbrooke,Côte-des-Neiges - Notre-Dame-de-Grâce,294091.53,5035536.08,-73.6372335,45.4591994
38,Côte-Saint-Antoine,Décarie,Côte-des-Neiges - Notre-Dame-de-Grâce,295944.68,5037381.98,-73.61325320000002,45.4762984
39,Côte-Saint-Antoine,Girouard,Côte-des-Neiges - Notre-Dame-de-Grâce,295784.48,5037126.03,-73.615324,45.4740207
40,Côte-Saint-Antoine,Hampton/Sherbrooke,Côte-des-Neiges - Notre-Dame-de-Grâce,295376.56,5036481,-73.6205636,45.4682447
42,Décarie,Maisonneuve / Upper Lachine,Côte-des-Neiges - Notre-Dame-de-Grâce,296534.95,5037001.42,-73.6060038,45.4730238
43,Décarie,Monkland inter. Est,Côte-des-Neiges - Notre-Dame-de-Grâce,295451.72,5037697.5,-73.6203168,45.4783285
44,Décarie,Monkland inter. Ouest,Côte-des-Neiges - Notre-Dame-de-Grâce,295398.72,5037615.5,-73.6203168,45.4783285
45,Décarie,Notre-Dame-de-Grâce,Côte-des-Neiges - Notre-Dame-de-Grâce,295784.25,5037485.7,-73.6153283,45.477239
46,Décarie,Saint-Jacques,Côte-des-Neiges - Notre-Dame-de-Grâce,296874.7,5036795.12,-73.601181,45.4712451
47,Décarie,Sherbrooke,Côte-des-Neiges - Notre-Dame-de-Grâce,296291.12,5037159.6,-73.6088418,45.4743143
48,Elmhurst,Sherbrooke,Côte-des-Neiges - Notre-Dame-de-Grâce,293738.38,5035019.93,-73.6417596,45.4546109
49,Elmhurst,Saint-Jacques,Côte-des-Neiges - Notre-Dame-de-Grâce,294066.94,5034838,-73.63736970000001,45.4533681
50,Girouard,Monkland,Côte-des-Neiges - Notre-Dame-de-Grâce,295287.25,5037445.34,-73.6216769,45.4768757
51,Girouard,Notre-Dame-de-Grâce,Côte-des-Neiges - Notre-Dame-de-Grâce,295621.01,5037231.26,-73.61738509999999,45.4749507
52,Girouard,Saint-Jacques,Côte-des-Neiges - Notre-Dame-de-Grâce,296636.99,5036580.53
53,Girouard,Sherbrooke,Côte-des-Neiges - Notre-Dame-de-Grâce,296044.39,5036962.39,-73.6120399,45.472548
54,Girouard,Upper Lachine,Côte-des-Neiges - Notre-Dame-de-Grâce,296393.44,5036734.33,-73.6074573,45.4704565
56,Grand Boulevard,Sherbrooke,Côte-des-Neiges - Notre-Dame-de-Grâce,295150.98,5036309.93,-73.6234202,45.4666789
57,Madison,Saint-Jacques,Côte-des-Neiges - Notre-Dame-de-Grâce,295524.94,5035913.5,-73.59547309999999,45.474932
58,Maisonneuve,Marlowe,Côte-des-Neiges - Notre-Dame-de-Grâce,296627.62,5037110.45,-73.604548,45.47385380000001
59,Maisonneuve,Vendôme,Côte-des-Neiges - Notre-Dame-de-Grâce,296677.48,5037171.84,-73.603918,45.4744101
60,Marcil,Sherbrooke,Côte-des-Neiges - Notre-Dame-de-Grâce,295905.5,5036861.13,-73.6138103,45.471621
62,Sainte-Anne-de-Bellevue,Saint-Jacques,Côte-des-Neiges - Notre-Dame-de-Grâce,294500.53,5035081,-73.63165029999999,45.4556887
63,Angrignon,Notre-Dame,Sud-Ouest,294966.42,5034744.51,-73.62573619999999,45.4525691
67,Rosedale,Sherbrooke,Côte-des-Neiges - Notre-Dame-de-Grâce,294327.5,5035695.92,-73.633889,45.4611226
68,Saint-Jacques,6900 Saint-Jacques,Côte-des-Neiges - Notre-Dame-de-Grâce,294705.1,5035278.5,-73.6285159,45.45649909999999
70,Sherbrooke,Vendôme,Côte-des-Neiges - Notre-Dame-de-Grâce,296432.58,5037331.53,-73.6070658,45.4758499
71,Sherbrooke,7141 Ouest (Univ. Concordia),Ville-Marie,293928.62,5035315.5,-73.64028449999999,45.4581111
72,Sherbrooke,West Broadway,Côte-des-Neiges - Notre-Dame-de-Grâce,293833.59,5035187.86,-73.64023949999999,45.4565446
73,Sherbrooke,West Hill,Côte-des-Neiges - Notre-Dame-de-Grâce,294955.15,5036166.93,-73.6258881,45.4653757
74,Sherbrooke,Wilson,Côte-des-Neiges - Notre-Dame-de-Grâce,295705.93,5036715.54,-73.616338,45.4703374
77,Bourret,Décarie inter. Est,Côte-des-Neiges - Notre-Dame-de-Grâce,293933.6,5038715.5,-73.63931149999999,45.487963
78,Bourret,Décarie inter. Ouest,Côte-des-Neiges - Notre-Dame-de-Grâce,293912.66,5038678.5,-73.63931149999999,45.487963
79,54 e Avenue,Henri-Bourassa Est,Rivières-des-Prairies - Pointe-aux-Trembles,300318.45,5055713.59,-73.55745089999999,45.6412616
87,Côte-Sainte-Catherine,Décarie inter. Est,Côte-des-Neiges - Notre-Dame-de-Grâce,294070.38,5038634,-73.637607,45.487158
88,Côte-Sainte-Catherine,Décarie inter. Ouest,Côte-des-Neiges - Notre-Dame-de-Grâce,294044.1,5038593.5,-73.637607,45.487158
90,Côte-Saint-Luc,Décarie inter. Est,Côte-des-Neiges - Notre-Dame-de-Grâce,295218,5037894.42,-73.6227911,45.4806213
91,Côte-Saint-Luc,Décarie inter. Ouest,Côte-des-Neiges - Notre-Dame-de-Grâce,295194.15,5037858.91,-73.6227911,45.4806213
92,Côte-Saint-Luc,Earnscliffe,Côte-des-Neiges - Notre-Dame-de-Grâce,295055.44,5037694.44,-73.62508799999999,45.4791149
93,Côte-Saint-Luc,Girouard,Côte-des-Neiges - Notre-Dame-de-Grâce,294938.26,5037673.03,-73.62603299999999,45.4790171
94,Décarie,Edouard-Montpetit inter. Est,Côte-des-Neiges - Notre-Dame-de-Grâce,294307.53,5038484.5,-73.63461339999999,45.4857757
95,Décarie,Edouard-Montpetit inter. Ouest,Côte-des-Neiges - Notre-Dame-de-Grâce,294278.53,5038437,-73.6128805,45.5099355
96,Décarie,Ferrier inter. Est,Côte-des-Neiges - Notre-Dame-de-Grâce,292477.7,5039755.5,-73.6582085,45.4972035
97,Décarie,Ferrier inter. Ouest,Côte-des-Neiges - Notre-Dame-de-Grâce,292436.66,5039710,-73.6582085,45.4972035
98,Décarie,Isabella inter. Est,Côte-des-Neiges - Notre-Dame-de-Grâce,294463.5,5038380,-73.6452631,45.4910735
99,Décarie,Isabella inter. Ouest,Côte-des-Neiges - Notre-Dame-de-Grâce,294443.03,5038343.5,-73.6452631,45.4910735
100,Décarie,Jean-Talon inter.Est(desJockey,Côte-des-Neiges - Notre-Dame-de-Grâce,292855.06,5039425,-73.6533826,45.4941432
101,Décarie,Jean-Talon interOuest(Jockey),Côte-des-Neiges - Notre-Dame-de-Grâce,292810.8,5039374,-73.6533826,45.4941432
102,Décarie,Snowdon inter. Est,Côte-des-Neiges - Notre-Dame-de-Grâce,294905.25,5038097,-73.62701919999999,45.4824355
103,Décarie,Snowdon inter. Ouest,Côte-des-Neiges - Notre-Dame-de-Grâce,294873.7,5038067,-73.62701919999999,45.4824355
104,Décarie,Paré inter. Est,Côte-des-Neiges - Notre-Dame-de-Grâce,292655.16,5039591,-73.6514048,45.49538829999999
105,Décarie,Paré inter. Ouest,Côte-des-Neiges - Notre-Dame-de-Grâce,292618.56,5039547.5,-73.6452631,45.4910735
106,Décarie,Plamondon inter. Est,Côte-des-Neiges - Notre-Dame-de-Grâce,293447.06,5039028,-73.6455052,45.4907295
107,Décarie,Plamondon inter. Ouest,Côte-des-Neiges - Notre-Dame-de-Grâce,293428.03,5038990.5,-73.6455052,45.4907295
108,Décarie,Queen-Mary inter. Est,Côte-des-Neiges - Notre-Dame-de-Grâce,294716.44,5038217,-73.6289044,45.4837618
109,Décarie,Queen-Mary inter. Ouest,Côte-des-Neiges - Notre-Dame-de-Grâce,294697.34,5038182.5,-73.6289044,45.4837618
110,Décarie,Royalmount/Savane inter. Est,Côte-des-Neiges - Notre-Dame-de-Grâce,292290.72,5039923,-73.6606626,45.4988104
111,Décarie,Royalmount/Savanne int. Ouest,Côte-des-Neiges - Notre-Dame-de-Grâce,292241.34,5039887,-73.6606626,45.4988104
112,Décarie,Van Horne inter. Est,Côte-des-Neiges - Notre-Dame-de-Grâce,293689.62,5038873,-73.6421317,45.489672
113,Décarie,Van Horne inter. Ouest,Côte-des-Neiges - Notre-Dame-de-Grâce,293672.25,5038834,-73.6421317,45.489672
115,Décarie,Vézina inter. Ouest,Côte-des-Neiges - Notre-Dame-de-Grâce,293221.94,5039112,-73.6452631,45.4910735
118,Girouard,Terrebonne,Côte-des-Neiges - Notre-Dame-de-Grâce,295037.59,5037608.98,-73.6248296,45.4783313
120,Jean-Talon,Mountain Sights,Côte-des-Neiges - Notre-Dame-de-Grâce,292966.09,5039549.52,-73.65140559999999,45.49576949999999
121,Lemieux / Ponsard,Queen-Mary,Côte-des-Neiges - Notre-Dame-de-Grâce,294929.25,5038569.69,-73.6260759,45.4871872
127,Queen-Mary,Victoria,Côte-des-Neiges - Notre-Dame-de-Grâce,295045.81,5038752.25,-73.624775,45.488775
128,Queen-Mary,Westbury,Côte-des-Neiges - Notre-Dame-de-Grâce,294808.61,5038376.77,-73.6278257,45.4852301
129,57 e Avenue,Henri-Bourassa Est,Rivières-des-Prairies - Pointe-aux-Trembles,300471.34,5055856.03,-73.555498,45.6425484
130,Barclay,Côte-des-Neiges,Côte-des-Neiges - Notre-Dame-de-Grâce,294192.55,5040290.19,-73.635783,45.5024351
132,Hutchison,Ogilvy,Villeray - Saint-Michel - Parc-Extension,295068.11,5043372.57,-73.6245722,45.530277
137,Bedford,Côte-des-Neiges,Côte-des-Neiges - Notre-Dame-de-Grâce,294036.86,5040390.55,-73.6377397,45.5034103
138,Gosford,Notre-Dame/Saint-Claude,Ville-Marie,300632,5041020,-73.5533683,45.5090784
141,Côte-des-Neiges,Decelles,Côte-des-Neiges - Notre-Dame-de-Grâce,295763.73,5039503.81,-73.6151453,45.4954589
142,Côte-des-Neiges,Edouard-Montpetit,Côte-des-Neiges - Notre-Dame-de-Grâce,295084.66,5039709.05,-73.62427679999999,45.4972084
143,Côte-des-Neiges,Forest Hill,Côte-des-Neiges - Notre-Dame-de-Grâce,296414.52,5039519.63,-73.6072437,45.4955872
144,Côte-des-Neiges,Jean-Brillant,Côte-des-Neiges - Notre-Dame-de-Grâce,295285.26,5039581.05,-73.6217234,45.4960903
145,Côte-des-Neiges,Lacombe,Côte-des-Neiges - Notre-Dame-de-Grâce,295157.36,5039662.55,-73.6233948,45.4968168
146,Côte-des-Neiges,La Peltrie,Côte-des-Neiges - Notre-Dame-de-Grâce,294637.84,5040004.9,-73.63003379999999,45.4998985
147,Côte-des-Neiges,Linton,Côte-des-Neiges - Notre-Dame-de-Grâce,294564.87,5040052.12,-73.6310305,45.5003447
149,Côte-des-Neiges,Queen-Mary,Côte-des-Neiges - Notre-Dame-de-Grâce,295496.61,5039462.11,-73.6190455,45.4949317
150,Côte-des-Neiges,Ridgewood,Côte-des-Neiges - Notre-Dame-de-Grâce,296179.53,5039546.69,-73.6102935,45.4957144
151,Côte-des-Neiges,Saint-Kevin,Côte-des-Neiges - Notre-Dame-de-Grâce,295010.96,5039755.55,-73.6253068,45.497666
153,Côte-Sainte-Catherine,Darlington,Côte-des-Neiges - Notre-Dame-de-Grâce,295322.25,5040624.05,-73.62126529999999,45.5054983
154,Côte-Sainte-Catherine,Decelles,Côte-des-Neiges - Notre-Dame-de-Grâce,294981,5040089.92,-73.62562849999999,45.5007033
156,Côte-Sainte-Catherine,Hudson,Côte-des-Neiges - Notre-Dame-de-Grâce,295216.87,5040460.21,-73.6226952,45.504025
157,Côte-Sainte-Catherine,Lavoie,Côte-des-Neiges - Notre-Dame-de-Grâce,294536.46,5039389.54,-73.6313152,45.49436670000001
158,Côte-Sainte-Catherine,Légaré,Côte-des-Neiges - Notre-Dame-de-Grâce,294677.46,5039613.54,-73.6295174,45.4963539
159,Côte-Sainte-Catherine,Lemieux,Côte-des-Neiges - Notre-Dame-de-Grâce,294278.77,5038983.04,-73.634647,45.4907022
160,Côte-Sainte-Catherine,Victoria,Côte-des-Neiges - Notre-Dame-de-Grâce,294394.27,5039167.04,-73.6331679,45.4923503
161,Côte-Sainte-Catherine,Westbury,Côte-des-Neiges - Notre-Dame-de-Grâce,294184.44,5038820.48,-73.63581719999999,45.4892276
162,Côte-Sainte-Catherine,Wilderton,Côte-des-Neiges - Notre-Dame-de-Grâce,295504.75,5040910.06,-73.61895559999999,45.5080868
163,Darlington,Van Horne,Côte-des-Neiges - Notre-Dame-de-Grâce,294989.38,5040890.42,-73.625592,45.507708
164,Decelles,Edouard-Montpetit,Côte-des-Neiges - Notre-Dame-de-Grâce,295226.05,5039934.68,-73.622514,45.4992756
165,Decelles,Jean-Brillant,Côte-des-Neiges - Notre-Dame-de-Grâce,295422.14,5039778.8,-73.62012090000002,45.4979538
168,Decelles,Queen-Mary,Côte-des-Neiges - Notre-Dame-de-Grâce,295609.72,5039645.71,-73.61769509999999,45.4967318
169,Decelles,Van Horne,Côte-des-Neiges - Notre-Dame-de-Grâce,294605.86,5040333.55,-73.63047689999999,45.5028482
171,Edouard-Montpetit,Louis-Colin,Côte-des-Neiges - Notre-Dame-de-Grâce,295511.88,5040378,-73.61888619999999,45.5032937
172,Edouard-Montpetit,Stirling,Côte-des-Neiges - Notre-Dame-de-Grâce,295797.55,5040825.56,-73.61520460000001,45.5072882
175,Jean-Talon,Parc,Villeray - Saint-Michel - Parc-Extension,295243.98,5043364.18,-73.6224285,45.5300806
176,Jean-Talon,Savane,Côte-des-Neiges - Notre-Dame-de-Grâce,293343.26,5040072.54,-73.64658899999999,45.5004564
181,Lavoie,Van Horne,Côte-des-Neiges - Notre-Dame-de-Grâce,294184.85,5039613.88,-73.6255702,45.5078761
182,Légaré,Van Horne,Côte-des-Neiges - Notre-Dame-de-Grâce,294325.53,5039838.92,-73.6340377,45.4983893
183,Lemieux,Van Horne,Côte-des-Neiges - Notre-Dame-de-Grâce,293926.34,5039206.33,-73.639132,45.492815
186,Queen-Mary,Face au 3800 (Oratoire),Côte-des-Neiges - Notre-Dame-de-Grâce,295404.7,5039315.5,-73.6164668,45.49191219999999
190,Van Horne,Victoria,Côte-des-Neiges - Notre-Dame-de-Grâce,294043.9,5039391.63,-73.6314587,45.491869
191,Van Horne,Vimy,Côte-des-Neiges - Notre-Dame-de-Grâce,295342.34,5041521.86,-73.621045,45.51366900000001
192,Van Horne,Westbury,Côte-des-Neiges - Notre-Dame-de-Grâce,293819.27,5039054.54,-73.64043,45.491302
193,Van Horne,Wilderton,Côte-des-Neiges - Notre-Dame-de-Grâce,295105.59,5041110.65,-73.6244201,45.5091881
195,Crémazie,Michel-Jurdant,Villeray - Saint-Michel - Parc-Extension,295743.95,5046404.93,-73.6159599,45.5574958
196,Allard,La Vérendrye,Sud-Ouest,298043.23,5034598.65,-73.567256,45.5016889
197,Angers,Église,Sud-Ouest,298182.4,5035961.08,-73.58462399999999,45.4635674
201,Drake,Église,Sud-Ouest,298413.75,5035947.47,-73.567256,45.5016889
202,Drake,Jolicoeur,Sud-Ouest,298368.67,5035239.05,-73.5821871,45.456908
203,Eadie,Église,Sud-Ouest,297765.38,5035987.15,-73.5899657,45.4637921
206,Église,La Vérendrye,Sud-Ouest,298465.42,5035945.38,-73.58097289999999,45.4634106
207,Église,Saint-Patrick,Sud-Ouest,297350.68,5036085.01,-73.564832,45.5035435
211,Jolicoeur,La Vérendrye,Sud-Ouest,298458.63,5035234.2,-73.5815345,45.4588715
213,La Vérendrye,Parc Angrignon,Sud-Ouest,297277.63,5033504.31,-73.5962199,45.4415302
214,La Vérendrye,Pont Stephens,Sud-Ouest,297681.94,5034123.57,-73.567256,45.5016889
216,La Vérendrye,Woodland,Sud-Ouest,298263.27,5034818.15,-73.5836551,45.4532926
218,Atwater,Delisle,Sud-Ouest,298646.76,5038060.43,-73.5787727,45.4824006
219,Atwater,Notre-Dame,Sud-Ouest,298703.82,5037925.76,-73.5780345,45.4812172
220,Atwater,Saint-Antoine,Sud-Ouest,298493.42,5038407.82,-73.5806939,45.48550540000001
221,Atwater,Saint-Jacques,Sud-Ouest,298581.42,5038212.55,-73.5796093,45.4837767
222,Atwater,Duvernay/Atwater stationnement,Sud-Ouest,298757.62,5037858,-73.5764993,45.4794233
223,Fullum (Chute à neige),Notre-Dame,Ville-Marie,301250.66,5042928.5,-73.5660034,45.5355472
224,Côte-Saint-Paul,Notre-Dame,Sud-Ouest,297502.78,5036604.17,-73.5933142,45.469338
226,Courcelle,Saint-Antoine/Saint-Jacques,Sud-Ouest,297453.6,5037254,-73.5940641,45.4752265
227,Couvent,Saint-Antoine,Sud-Ouest,297943.12,5037745.68,-73.61821499999999,45.519506
229,Louis-Hippolyte-La Fontaine,Maurice-Duplessis côté Est,Rivières-des-Prairies - Pointe-aux-Trembles,296701.78,5053664.5,-73.57555339999999,45.6419832
230,Notre-Dame,Sir-Georges-Étienne-Cartier,Sud-Ouest,297947.8,5037121.28,-73.5874022,45.4742958
231,Georges-Vanier,Saint-Antoine,Sud-Ouest,298792.15,5038772.28,-73.5769158,45.4888274
232,Georges-Vanier,Saint-Jacques,Sud-Ouest,298997.82,5038568.68,-73.5742325,45.4870269
233,Greene,Saint-Jacques,Sud-Ouest,298435.19,5038087.88,-73.59547309999999,45.474932
234,Greene,Saint-Antoine,Sud-Ouest,298296.43,5038213.3,-73.583073,45.4839066
235,Guy,Notre-Dame,Sud-Ouest,299548.1,5038910.49,-73.5561204,45.5045254
236,Guy,Ottawa/William,Sud-Ouest,299706.65,5038803.66,-75.69719309999999,45.4215296
239,Lenoir,Saint-Jacques,Sud-Ouest,297713.07,5037317.57,-73.61456559999999,45.4641855
240,Montagne,Notre-Dame,Ville-Marie,299737.44,5039225.49,-73.5561204,45.5045254
244,Notre-Dame,Saint-Henri (pl),Sud-Ouest,298169.48,5037499.04,-73.58481119999999,45.4773963
246,Notre-Dame,Saint-Rémi,Sud-Ouest,297698.65,5036739.13,-73.590764,45.470713
249,Rose-de-Lima,Saint-Antoine,Sud-Ouest,298145.37,5038037.64,-73.58515590000002,45.4822612
250,Rose-de-Lima,Saint-Jacques,Sud-Ouest,298313.97,5037925.04,-73.5829804,45.4812174
254,Saint-Ferdinand,Saint-Jacques,Sud-Ouest,297989.62,5037474,-73.5870686,45.4772012
257,Saint-Jacques,Seigneurs,Sud-Ouest,299164.67,5038806.67,-73.57122799999999,45.489571
258,Saint-Jacques,Vinet,Sud-Ouest,298786.69,5038389.65,-73.57692109999999,45.4853962
260,Bridge,Mill,Sud-Ouest,300711.59,5038547.77,-73.567256,45.5016889
262,Bridge,Wellington,Sud-Ouest,300318.94,5038601.69,-73.56096409999999,45.4749232
263,Centre,Wellington,Sud-Ouest,300293.3,5038406.43,-73.56096409999999,45.4749232
266,Cedar,Côte-des-Neiges,Ville-Marie,297625.03,5039457.5,-73.591298,45.495099
267,Cedar,Côte-des-Neiges (diag. s-o),Ville-Marie,297630.06,5039428,-73.6326526,45.4911511
269,Côte-des-Neiges,Docteur-Penfield (int. n-o),Ville-Marie,297795.69,5039464.5,-73.586696,45.496565
270,Côte-des-Neiges,Docteur-Penfield (int. n-e),Ville-Marie,297783.62,5039486.5,-73.5866551,45.496395
271,Côte-des-Neiges,Docteur-Penfield (int. sud),Ville-Marie,298026.53,5039609.5,-73.5866551,45.496395
274,Côte-des-Neiges,The Boulevard,Ville-Marie,297288.22,5039498.19,-73.59608999999999,45.4953654
279,Peel,Pins,Ville-Marie,298396.43,5040517.56,-73.5819619,45.5045563
280,Pins,Redpath Crescent,Ville-Marie,298264.5,5040307,-73.5851132,45.5022211
281,Pins,University,Plateau Mont-Royal,298539.69,5040923.74,-73.5799418,45.5091124
282,Dickson,800 sortie Camco,Mercier - Hochelaga - Maisonneuve,302862.16,5047273.5,-73.567256,45.5016889
283,Atwater,René-Lévesque,Ville-Marie,298301.68,5038690.34,-73.5829912,45.4881098
284,Atwater,Sainte-Catherine,Ville-Marie,298196.06,5038825.55,-73.5844609,45.4893724
285,Atwater,Sherbrooke,Ville-Marie,297923.9,5039043.64,-73.58802639999999,45.4912346
286,Atwater,Maisonneuve,Ville-Marie,298095.46,5038908.55,-73.585835,45.4900591
287,Atwater,Tupper,Ville-Marie,298250.44,5038758.61,-73.5837394,45.4888097
288,Aylmer,Maisonneuve,Ville-Marie,299277.93,5040589.07,-73.5706544,45.5052096
289,Aylmer,Président-Kennedy,Ville-Marie,299220.23,5040629.07,-73.57141349999999,45.5055574
290,Aylmer,Sainte-Catherine,Ville-Marie,299429.33,5040487.56,-73.56873929999999,45.5042866
291,Aylmer,Sherbrooke,Plateau Mont-Royal,299128.08,5040697.57,-73.57257380000001,45.5062452
292,Bishop,Maisonneuve,Ville-Marie,298697.56,5039722.85,-73.57810839999999,45.4974225
293,Bishop,Sainte-Catherine,Ville-Marie,298834.27,5039628.07,-73.5763492,45.4965671
294,Bishop,Sherbrooke,Ville-Marie,298546.64,5039825.92,-73.52940579999999,45.6058591
295,Bleury,Maisonneuve,Ville-Marie,299420.78,5040810.5,-73.56889749999999,45.5072041
296,Bleury,Président-Kennedy,Ville-Marie,299370.02,5040843.99,-73.56950909999999,45.5074992
297,Bleury,Sainte-Catherine,Ville-Marie,299568.73,5040710.57,-73.5669477,45.5063085
298,Bleury,Parc/Sherbrooke,Ville-Marie,299230.33,5040940.57,-73.5712874,45.5083686
299,Cathcart,University,Ville-Marie,299409.79,5040319.67,-73.5683323,45.5032019
300,Chomedey,Sherbrooke,Ville-Marie,298096.74,5039205.26,-73.5857502,45.49274140000001
301,Lambert-Closse,Maisonneuve,Ville-Marie,298166.96,5038997.55,-73.5848637,45.4908898
302,Lambert-Closse,Sainte-Catherine,Ville-Marie,298266.06,5038914.05,-73.58355829999999,45.4901528
303,Côte-des-Neiges,Guy/Sherbrooke,Ville-Marie,298412.45,5039630.04,-73.5817861,45.49654049999999
304,Crescent,Maisonneuve,Ville-Marie,298744.66,5039795.28,-73.5775146,45.49805509999999
305,Crescent,Sainte-Catherine,Ville-Marie,298883.05,5039699.05,-73.5757294,45.49720320000001
306,Drummond,Maisonneuve,Ville-Marie,298848.79,5039959.61,-73.5761583,45.4995404
307,Drummond,Sainte-Catherine,Ville-Marie,298995.15,5039859.58,-73.57428879999999,45.4986445
311,Durocher,Sherbrooke,Plateau Mont-Royal,299165.53,5040786.57,-73.567256,45.5016889
312,Fort du,Maisonneuve,Ville-Marie,298327.76,5039193.55,-73.5395631,45.5524684
313,Fort du,Sainte-Catherine,Ville-Marie,298426.96,5039110.05,-73.5815382,45.49187500000001
315,City Councillors,Président-Kennedy,Ville-Marie,299256.23,5040681.07,-73.57095749999999,45.5060292
316,Guy,Maisonneuve,Ville-Marie,298591.7,5039538.79,-73.5793496,45.4957015
317,Guy,Sainte-Catherine,Ville-Marie,298716.67,5039459.58,-73.5924246,45.4818419
318,Hutchison,Milton,Plateau Mont-Royal,299002.42,5040994.57,-73.5742774,45.5088751
320,Hutchison,Sherbrooke,Plateau Mont-Royal,299198.43,5040863.07,-73.5717051,45.50768009999999
323,Jeanne-Mance,Président-Kennedy,Ville-Marie,299430.99,5040941.92,-73.56872659999999,45.50837629999999
325,Jeanne-Mance,Sainte-Catherine,Ville-Marie,299628.43,5040808.07,-73.5661896,45.5071427
326,Jeanne-Mance,Sherbrooke,Plateau Mont-Royal,299268.56,5041048.34,-73.5708191,45.5093306
327,Léo-Pariseau,Parc,Plateau Mont-Royal,298772.39,5041247.84,-73.5771587,45.5111843
328,Mackay,Maisonneuve,Ville-Marie,298642.56,5039642.67,-73.5787639,45.4966803
329,Mackay,Sainte-Catherine,Ville-Marie,298778.45,5039548.05,-73.5770574,45.4958415
330,Maisonneuve,McGill College,Ville-Marie,299108.54,5040320.45,-73.5728118,45.5028172
331,Maisonneuve,Mansfield,Ville-Marie,299064.04,5040255.56,-73.5734075,45.5022282
332,Maisonneuve,Metcalfe,Ville-Marie,299016.65,5040187.86,-73.5740179,45.5015946
333,Maisonneuve,Montagne,Ville-Marie,298790.62,5039874.63,-73.5768713,45.498766
334,Maisonneuve,Peel,Ville-Marie,298963.32,5040110.41,-73.574726,45.50088780000001
335,Maisonneuve,Saint-Laurent,Ville-Marie,299695.43,5041187.3,-73.5653318,45.51059240000001
336,Maisonneuve,Saint-Marc,Ville-Marie,298414.04,5039297.87,-73.5817108,45.4935925
337,Maisonneuve,Saint-Mathieu,Ville-Marie,298505.55,5039407.55,-73.58057649999999,45.4945725
338,Maisonneuve,Saint-Urbain,Ville-Marie,299551.03,5041101.87,-73.5672185,45.5098244
339,Maisonneuve,Stanley,Ville-Marie,298903.94,5040035.56,-73.575464,45.5002377
340,Maisonneuve,Union,Ville-Marie,299245.43,5040529.06,-73.5976434,45.4799403
341,Maisonneuve,University,Ville-Marie,299207.25,5040459.7,-73.5790227,45.4972657
342,Mansfield,Sainte-Catherine,Ville-Marie,299204.14,5040161.19,-73.57160259999999,45.50134190000001
343,Mansfield,Sherbrooke,Ville-Marie,298915.74,5040361.06,-73.5753117,45.5031138
344,McGill College,Sainte-Catherine,Ville-Marie,299247.32,5040224,-73.57109489999999,45.501866
345,McGill College,Sherbrooke,Ville-Marie,298960.62,5040422.16,-73.5748225,45.50361179999999
346,Metcalfe,Sainte-Catherine,Ville-Marie,299157,5040090.61,-73.5722268,45.50070849999999
347,McTavish,Metcalfe/Sherbrooke,Ville-Marie,298881.04,5040309.56,-73.5759301,45.502506
348,Milton,Parc,Plateau Mont-Royal,299043.12,5041066.07,-73.5759946,45.5106352
350,Milton,University,Plateau Mont-Royal,298826.65,5040722.71,-73.567256,45.5016889
